nro,tproc,as,ccon,finicio,fdesp,fvenc1,fvenc2,fres,tres,mat,justiciables,reccap,iep
18610,EJECUCION DE HONORARIOS,S,0,19/03/2015,12/09/2017,26/09/2017,11/10/2017,12/09/2017,7,NA,3,0,jdofam0200pna
33332,MONITORIO EJECUTIVO,S,0,17/08/2017,22/09/2017,09/10/2017,24/10/2017,22/09/2017,8,NA,1,15866.38,jdopaz0200pna
47637,MONITORIO APREMIO,S,0,31/08/2017,08/09/2017,22/09/2017,09/10/2017,08/09/2017,8,NA,2,65440,jdocco1001pna
47854,MONITORIO APREMIO,S,0,19/09/2017,27/09/2017,12/10/2017,27/10/2017,27/09/2017,8,NA,2,40535.67,jdocco1002pna
47383,MONITORIO EJECUTIVO,S,0,04/08/2017,18/09/2017,03/10/2017,18/10/2017,18/09/2017,8,NA,2,46001.52,jdocco1002pna
21611,EJECUCION DE HONORARIOS,S,1,05/06/2017,31/08/2017,15/09/2017,28/09/2017,31/08/2017,7,F,2,0,jdofam0200pna
33418,MONITORIO APREMIO,S,0,30/08/2017,11/09/2017,25/09/2017,10/10/2017,11/09/2017,8,NA,2,6890.05,jdopaz0200pna
18521,HOMOLOGACION DE CONVENIO (CIVIL),S,0,20/02/2015,08/09/2017,22/09/2017,09/10/2017,08/09/2017,7,NA,2,0,jdofam0200pna
33428,MONITORIO APREMIO,S,0,30/08/2017,19/09/2017,04/10/2017,19/10/2017,19/09/2017,8,NA,2,3867.5,jdopaz0200pna
47481,MONITORIO EJECUTIVO,S,0,17/08/2017,25/09/2017,10/10/2017,25/10/2017,25/09/2017,8,NA,2,29619.45,jdocco1002pna
1607,GUARDA JUDICIAL MEDIDA DE PROTECCION,S,0,30/04/2001,19/06/2017,04/07/2017,01/08/2017,31/07/2017,NA,F,1,0,jdofam0300pna
33570,MONITORIO EJECUTIVO,S,0,13/09/2017,21/09/2017,06/10/2017,23/10/2017,21/09/2017,8,NA,1,5310.44,jdopaz0200pna
32840,MONITORIO APREMIO,S,0,30/08/2017,08/09/2017,22/09/2017,10/10/2017,08/09/2017,8,NA,2,5459.15,jdopaz0100pna
33558,MONITORIO EJECUTIVO,S,0,13/09/2017,28/09/2017,13/10/2017,30/10/2017,28/09/2017,8,NA,1,6638.09,jdopaz0200pna
46969,EJECUCION DE HONORARIOS,S,0,19/06/2017,11/09/2017,25/09/2017,10/10/2017,11/09/2017,NA,NA,3,15190,jdocco1001pna
47584,MONITORIO APREMIO,S,0,30/08/2017,07/09/2017,21/09/2017,06/10/2017,07/09/2017,8,NA,2,25917.07,jdocco1001pna
20827,HOMOLOGACION DE CONVENIO (CIVIL),S,0,17/11/2016,12/06/2017,27/06/2017,25/07/2017,12/06/2017,2,NA,2,0,jdofam0200pna
47657,MONITORIO APREMIO,S,0,31/08/2017,14/09/2017,28/09/2017,13/10/2017,14/09/2017,8,NA,2,0,jdocco1002pna
33381,MONITORIO EJECUTIVO,S,0,24/08/2017,07/09/2017,21/09/2017,06/10/2017,07/09/2017,8,NA,2,20152,jdopaz0200pna
33429,MONITORIO APREMIO,S,0,30/08/2017,12/09/2017,26/09/2017,11/10/2017,12/09/2017,8,NA,1,10272.6,jdopaz0200pna
21801,HOMOLOGACION DE CONVENIO (CIVIL),s,0,31/07/2017,28/08/2017,12/09/2017,26/09/2017,28/08/2017,7,NA,2,0,jdofam0200pna
33019,MONITORIO EJECUTIVO,S,0,13/09/2017,21/09/2017,06/10/2017,23/10/2017,21/09/2017,8,NA,2,4779.42,jdopaz0100pna
20173,ALIMENTOS Y LITIS EXPENSAS,S,0,27/04/2015,02/06/2017,09/06/2017,16/06/2017,07/06/2017,7,NA,3,0,jdofam0200pna
47834,MONITORIO APREMIO,S,0,19/09/2017,25/09/2017,10/10/2017,25/10/2017,25/09/2017,8,NA,2,41704.4,jdocco1001pna
33621,ACCION DE AMPARO POR MORA,S,1,25/09/2017,30/09/2017,03/10/2017,NA,02/10/2017,NA,NA,2,0,jdopaz0200pna
47838,MONITORIO APREMIO,S,0,19/09/2017,25/09/2017,10/10/2017,25/10/2017,25/09/2017,8,NA,2,224531.97,jdocco1001pna
18180,ACCION DE AMPARO,S,0,28/08/2017,01/09/2017,02/09/2017,04/09/2017,04/09/2017,NA,NA,2,0,jdocco0200pna
33076,MONITORIO APREMIO,S,0,19/09/2017,27/09/2017,13/10/2017,27/10/2017,27/09/2017,8,NA,2,15154.1,jdopaz0100pna
18524,MEDIDA DE PROTECCION EXCEPCIONAL,S,0,09/02/2017,03/07/2017,31/07/2017,14/08/2017,24/07/2017,NA,F,1,0,jdofam0300pna
32923,MONITORIO APREMIO,S,0,31/08/2017,08/09/2017,22/09/2017,10/10/2017,08/09/2017,8,NA,2,7475,jdopaz0100pna
19598,EJECUCION DE HONORARIOS,S,0,23/11/2015,04/08/2017,18/08/2017,05/09/2017,04/08/2017,7,NA,2,0,jdofam0200pna
33329,MONITORIO EJECUTIVO,S,0,17/08/2017,22/09/2017,09/10/2017,24/10/2017,22/09/2017,8,NA,1,8601.63,jdopaz0200pna
47884,MONITORIO EJECUTIVO,S,0,22/09/2017,27/09/2017,12/10/2017,27/10/2017,27/09/2017,8,NA,2,9e4,jdocco1002pna
33435,MONITORIO APREMIO,S,0,30/08/2017,19/09/2017,04/10/2017,19/10/2017,19/09/2017,8,NA,1,4456.1,jdopaz0200pna
33131,MONITORIO EJECUTIVO,S,0,29/06/2017,19/09/2017,04/10/2017,19/10/2017,19/09/2017,8,NA,1,925,jdopaz0200pna
32943,MONITORIO APREMIO,s,0,05/09/2017,18/09/2017,03/10/2017,18/10/2017,18/09/2017,8,NA,2,11438.12,jdopaz0100pna
33384,MONITORIO EJECUTIVO,S,0,24/08/2017,07/09/2017,21/09/2017,06/10/2017,07/09/2017,8,NA,2,3696,jdopaz0200pna
21381,DIVORCIO,S,0,10/04/2017,06/09/2017,03/11/2017,06/02/2018,06/09/2017,1,NA,2,0,jdofam0200pna
21486,DIVORCIO,S,1,04/05/2017,08/09/2017,07/11/2017,08/09/2017,08/02/2018,7,NA,2,0,jdofam0200pna
47760,MONITORIO APREMIO,S,0,12/09/2017,19/09/2017,04/10/2017,19/10/2017,19/09/2017,8,NA,2,36177,jdocco1001pna
21546,ALIMENTOS,S,0,23/05/2017,14/06/2017,29/06/2017,27/07/2017,14/06/2017,1,NA,3,0,jdofam0200pna
32654,MONITORIO EJECUTIVO,S,0,05/07/2017,08/09/2017,22/09/2017,09/10/2017,08/09/2017,8,NA,2,0,jdopaz0100pna
33533,MONITORIO EJECUTIVO,S,0,07/09/2017,26/09/2017,11/10/2017,26/10/2017,26/09/2017,8,NA,1,824.42,jdopaz0200pna
32934,MONITORIO EJECUTIVO,S,0,29/05/2017,05/09/2017,19/09/2017,04/10/2017,05/09/2017,8,NA,1,12176.25,jdopaz0200pna
32910,MONITORIO APREMIO,s,0,30/08/2017,14/09/2017,28/09/2017,16/10/2017,14/09/2017,8,NA,3,9627.07,jdopaz0100pna
33596,MONITORIO APREMIO,S,0,19/09/2017,27/09/2017,12/10/2017,27/10/2017,27/09/2017,8,NA,2,9431.08,jdopaz0200pna
33078,MONITORIO EJECUTIVO,S,0,19/09/2017,27/09/2017,13/10/2017,27/10/2017,27/09/2017,8,NA,2,3500,jdopaz0100pna
21534,HOMOLOGACION DE CONVENIO (CIVIL),S,0,15/06/2017,01/09/2017,15/09/2017,02/10/2017,01/09/2017,NA,NA,1,0,jdofam0100pna
47590,MONITORIO EJECUTIVO,S,0,30/08/2017,05/09/2017,19/09/2017,04/10/2017,05/09/2017,8,NA,2,316560.18,jdocco1001pna
32990,MONITORIO EJECUTIVO,s,0,07/09/2017,17/09/2017,03/10/2017,18/10/2017,17/09/2017,8,NA,2,627.63,jdopaz0100pna
33375,MONITORIO EJECUTIVO,S,0,24/08/2017,04/09/2017,18/09/2017,03/10/2017,04/09/2017,8,NA,1,11320,jdopaz0200pna
21439,DIVORCIO,S,1,25/04/2017,23/06/2017,04/09/2017,23/06/2017,01/11/2017,7,NA,2,0,jdofam0200pna
33347,MONITORIO EJECUTIVO,S,0,23/08/2017,21/09/2017,06/10/2017,23/10/2017,21/09/2017,8,NA,0,11654.37,jdopaz0200pna
33289,MONITORIO EJECUTIVO,S,0,04/08/2017,22/09/2017,09/10/2017,24/10/2017,22/09/2017,8,NA,1,20943.32,jdopaz0200pna
16384,DIVORCIO,S,1,05/07/2013,27/06/2017,06/09/2017,03/11/2017,27/06/2017,7,F,2,0,jdofam0200pna
33366,MONITORIO EJECUTIVO,S,0,23/08/2017,18/09/2017,02/10/2017,17/10/2017,18/09/2017,8,NA,1,7982.5,jdopaz0200pna
29334,MONITORIO DESALOJO,S,0,11/05/2017,20/09/2017,05/10/2017,05/10/2017,26/09/2017,10,NA,2,0,jdocco0500pna
33504,ORDINARIO ACCIDENTES DE TRANSITO,S,0,19/10/2016,06/09/2017,20/09/2017,05/10/2017,06/09/2017,NA,NA,4,0,jdocco0300pna
33480,MONITORIO APREMIO,S,0,05/09/2017,18/09/2017,02/10/2017,17/10/2017,18/09/2017,8,NA,1,13670.16,jdopaz0200pna
18880,DIVORCIO,S,0,11/04/2017,27/06/2017,08/08/2017,06/09/2017,02/08/2017,NA,F,1,0,jdofam0300pna
19835,MEDIDA CAUTELAR ALIMENTOS PROVISORIOS,S,0,23/08/2017,14/09/2017,28/09/2017,13/10/2017,14/09/2017,NA,F,2,0,jdofam0300pna
30340,MONITORIO APREMIO,S,0,23/12/2016,07/09/2017,21/09/2017,06/10/2017,07/09/2017,8,NA,2,4081.03,jdopaz0100pna
47594,MONITORIO APREMIO,S,0,30/08/2017,04/09/2017,18/09/2017,03/10/2017,04/09/2017,8,NA,2,24489.5,jdocco1001pna
33525,MONITORIO EJECUTIVO,S,0,06/09/2017,20/09/2017,28/09/2017,13/10/2017,20/09/2017,8,NA,1,4466.76,jdopaz0200pna
19559,DIVORCIO,S,0,22/06/2017,02/08/2017,31/08/2017,28/09/2017,05/09/2017,NA,F,2,0,jdofam0300pna
32883,MONITORIO EJECUTIVO,S,0,30/08/2017,20/09/2017,05/10/2017,20/10/2017,20/09/2017,8,NA,2,7449,jdopaz0100pna
33042,MONITORIO EJECUTIVO,s,0,14/09/2017,22/09/2017,10/10/2017,24/10/2017,22/09/2017,8,NA,2,14e3,jdopaz0100pna
47684,MONITORIO APREMIO,S,0,05/09/2017,12/09/2017,26/09/2017,11/10/2017,12/09/2017,8,NA,3,26845.55,jdocco1001pna
17223,DIVORCIO,S,0,08/04/2016,31/07/2017,29/08/2017,26/09/2017,05/09/2017,NA,F,1,0,jdofam0300pna
33444,MONITORIO APREMIO,S,0,30/08/2017,12/09/2017,26/09/2017,11/10/2017,12/09/2017,8,NA,2,4124.61,jdopaz0200pna
1009,RESTRICCIONES A LA CAPACIDAD,S,0,11/02/2002,25/07/2017,15/08/2017,06/09/2017,25/07/2017,7,NA,3,0,jdofam0200pna
30516,EJECUTIVO,S,0,21/09/2016,08/09/2017,22/09/2017,09/10/2017,08/09/2017,NA,NA,2,1089.7,jdopaz0200pna
20228,HOMOLOGACION DE CONVENIO,S,0,23/09/2016,09/10/2017,24/10/2017,07/11/2017,09/10/2017,NA,NA,1,0,jdofam0100pna
32767,MONITORIO EJECUTIVO,S,0,17/08/2017,12/09/2017,26/09/2017,12/10/2017,12/09/2017,8,NA,2,11020.02,jdopaz0100pna
47377,MONITORIO EJECUTIVO,S,0,04/08/2017,13/09/2017,27/09/2017,12/10/2017,13/09/2017,8,NA,2,21330.83,jdocco1001pna
33045,MONITORIO EJECUTIVO,S,0,15/09/2017,21/09/2017,06/10/2017,23/10/2017,21/09/2017,8,NA,2,2125.94,jdopaz0100pna
21917,DIVORCIO,S,0,01/09/2017,13/09/2017,27/10/2017,11/12/2017,13/09/2017,NA,NA,2,0,jdofam0100pna
33361,MONITORIO EJECUTIVO,S,0,23/08/2017,18/09/2017,28/09/2017,13/10/2017,18/09/2017,8,NA,1,8332,jdopaz0200pna
47648,MONITORIO APREMIO,S,0,31/08/2017,19/09/2017,04/10/2017,19/10/2017,19/09/2017,8,NA,2,22628,jdocco1002pna
33092,MONITORIO APREMIO,S,0,19/09/2017,25/09/2017,11/10/2017,25/10/2017,25/09/2017,8,NA,3,5888.03,jdopaz0100pna
19745,DIVORCIO,S,0,31/07/2017,22/08/2017,20/09/2017,20/10/2017,20/09/2017,NA,F,2,0,jdofam0300pna
33386,MONITORIO EJECUTIVO,S,0,24/08/2017,07/09/2017,21/09/2017,06/10/2017,07/09/2017,8,NA,2,14350,jdopaz0200pna
47846,MONITORIO EJECUTIVO,S,0,19/09/2017,28/09/2017,13/10/2017,30/10/2017,28/09/2017,8,NA,4,25198.48,jdocco1002pna
33071,MONITORIO APREMIO,s,0,19/09/2017,28/09/2017,13/10/2017,30/10/2017,28/09/2017,8,NA,2,13434.25,jdopaz0100pna
33431,MONITORIO APREMIO,S,0,30/08/2017,11/09/2017,25/09/2017,10/10/2017,11/09/2017,8,NA,1,4877.03,jdopaz0200pna
17951,RESTRICCIONES A LA CAPACIDAD,S,0,23/09/2016,05/06/2017,27/06/2017,01/08/2017,01/08/2017,NA,F,1,0,jdofam0300pna
33333,MONITORIO EJECUTIVO,S,0,17/08/2017,18/09/2017,02/10/2017,17/10/2017,18/09/2017,8,NA,1,13439.38,jdopaz0200pna
47443,MONITORIO APREMIO,S,0,15/08/2017,11/09/2017,25/09/2017,10/10/2017,11/09/2017,8,NA,2,70890.58,jdocco1002pna
31466,MONITORIO APREMIO,S,0,30/12/2016,01/09/2017,15/09/2017,02/10/2017,01/09/2017,8,NA,2,7667.63,jdopaz0200pna
47541,MONITORIO EJECUTIVO,S,0,24/08/2017,01/09/2017,15/09/2017,02/10/2017,01/09/2017,8,NA,3,24080,jdocco1001pna
16395,PREPARACION DE LA VIA MONITORIA,S,0,29/11/2011,01/09/2017,15/09/2017,02/10/2017,01/09/2017,8,NA,2,2130.81,jdocco1001pna
20961,CAMBIO DE NOMBRE,S,0,21/12/2016,14/08/2017,30/08/2017,13/09/2017,22/08/2017,7,NA,1,0,jdofam0200pna
33451,MONITORIO APREMIO,S,0,30/08/2017,13/09/2017,27/09/2017,12/10/2017,13/09/2017,8,NA,2,18322.86,jdopaz0200pna
18686,ORDINARIO IMPUGNACION DE PATERNIDAD,S,0,08/04/2015,08/08/2017,06/10/2017,06/12/2017,18/09/2017,7,NA,2,0,jdofam0200pna
32265,EJECUTIVO,S,0,06/03/2017,27/09/2017,12/10/2017,27/10/2017,27/09/2017,NA,NA,2,674.5,jdopaz0200pna
21516,HOMOLOGACION DE CONVENIO (CIVIL),s,0,12/05/2017,16/06/2017,03/07/2017,31/07/2017,16/06/2017,7,NA,3,0,jdofam0200pna
33046,MONITORIO EJECUTIVO,s,0,15/09/2017,22/09/2017,06/10/2017,23/10/2017,22/09/2017,8,NA,2,1070.56,jdopaz0100pna
47553,MONITORIO EJECUTIVO,S,0,24/08/2017,12/09/2017,26/09/2017,11/10/2017,12/09/2017,8,NA,2,24320,jdocco1002pna
33472,MONITORIO APREMIO,S,0,31/08/2017,13/09/2017,27/09/2017,12/10/2017,13/09/2017,8,NA,2,17307,jdopaz0200pna
47067,EJECUTIVO,S,0,30/06/2017,14/09/2017,28/09/2017,13/10/2017,14/09/2017,6,NA,2,29337.98,jdocco1001pna
33415,MONITORIO APREMIO,S,0,30/08/2017,11/09/2017,25/09/2017,10/10/2017,11/09/2017,8,NA,1,5003.5,jdopaz0200pna
21586,DIVORCIO,S,0,30/05/2017,30/06/2017,11/09/2017,09/11/2017,30/06/2017,7,NA,2,0,jdofam0200pna
33467,MONITORIO EJECUTIVO,S,0,30/08/2017,21/09/2017,06/10/2017,23/10/2017,21/09/2017,8,NA,1,13486.47,jdopaz0200pna
19378,DIVORCIO,S,0,05/10/2015,07/07/2017,18/08/2017,07/07/2017,07/07/2017,7,F,2,0,jdofam0200pna
33363,MONITORIO EJECUTIVO,S,0,23/08/2017,28/09/2017,13/10/2017,30/10/2017,28/09/2017,8,NA,1,7426.91,jdopaz0200pna
33321,MONITORIO EJECUTIVO,S,0,17/08/2017,07/09/2017,21/09/2017,06/10/2017,07/09/2017,8,NA,2,589.1,jdopaz0200pna
19984,EJECUCION DE HONORARIOS,S,0,23/03/2016,06/07/2017,03/08/2017,06/07/2017,17/08/2017,7,F,2,0,jdofam0200pna
31935,EJECUTIVO,s,0,06/03/2017,25/09/2017,11/10/2017,25/10/2017,25/09/2017,8,NA,2,6664,jdopaz0100pna
21643,DIVORCIO,S,0,14/06/2017,11/08/2017,26/09/2017,09/11/2017,11/08/2017,7,NA,2,0,jdofam0200pna
19078,DIVORCIO,S,0,09/05/2017,03/07/2017,14/08/2017,12/09/2017,28/07/2017,NA,F,1,0,jdofam0300pna
17216,MEDIDA DE PROTECCION EXCEPCIONAL,S,0,11/04/2016,05/06/2017,03/07/2017,14/08/2017,22/06/2017,NA,F,1,0,jdofam0300pna
2793,EJECUCION DE HONORARIOS,S,0,24/05/2017,15/09/2017,02/10/2017,17/10/2017,21/09/2017,NA,NA,2,0,jdocco0902pna
32809,MONITORIO EJECUTIVO,S,0,23/08/2017,12/09/2017,26/09/2017,12/10/2017,12/09/2017,8,NA,2,16264.16,jdopaz0100pna
18712,MEDIDA CAUTELAR DE REGIMEN DE COMUNICACION,S,0,15/03/2017,27/06/2017,25/07/2017,08/08/2017,09/08/2017,NA,F,2,0,jdofam0300pna
47665,MONITORIO APREMIO,S,0,31/08/2017,20/09/2017,05/10/2017,20/10/2017,20/09/2017,8,NA,2,0,jdocco1002pna
33412,MONITORIO APREMIO,S,0,30/08/2017,08/09/2017,22/09/2017,09/10/2017,08/09/2017,8,NA,2,10336.18,jdopaz0200pna
19076,DIVORCIO,S,0,09/05/2017,24/07/2017,22/08/2017,19/09/2017,28/08/2017,NA,F,2,0,jdofam0300pna
20901,EJECUCION DE HONORARIOS,S,1,11/12/2016,14/08/2017,30/08/2017,13/09/2017,14/08/2017,7,NA,2,0,jdofam0200pna
19357,ORDINARIO FILIACION,S,1,28/09/2015,02/08/2017,02/10/2017,30/11/2017,13/09/2017,7,NA,4,0,jdofam0200pna
47307,MONITORIO EJECUTIVO,S,0,01/08/2017,07/09/2017,21/09/2017,06/10/2017,07/09/2017,8,NA,2,46105.8,jdocco1001pna
17844,DIVORCIO,S,1,07/08/2014,27/09/2017,28/11/2017,27/02/2018,27/09/2017,7,NA,2,0,jdofam0200pna
33544,MONITORIO APREMIO,S,0,08/09/2017,28/09/2017,13/10/2017,30/10/2017,28/09/2017,8,NA,2,11543.99,jdopaz0200pna
47662,MONITORIO APREMIO,S,0,31/08/2017,08/09/2017,22/09/2017,09/10/2017,08/09/2017,8,NA,2,37044,jdocco1002pna
47653,MONITORIO APREMIO,S,0,31/08/2017,14/09/2017,28/09/2017,13/10/2017,14/09/2017,8,NA,2,0,jdocco1002pna
22694,SUMARISIMO,S,1,13/09/2016,30/06/2017,08/09/2017,06/11/2017,06/09/2017,10,C,3,0,jdocco0400pna
15549,EJECUCION DE HONORARIOS,S,0,14/12/2016,22/09/2017,09/10/2017,24/10/2017,22/09/2017,10,NA,2,0,jdocco0600pna
14698,RESTRICCIONES A LA CAPACIDAD,S,0,27/04/2012,22/08/2017,13/09/2017,05/10/2017,06/09/2017,7,NA,7,0,jdofam0200pna
21787,MEDIDA CAUTELAR ALIMENTOS PROVISORIOS,S,1,11/08/2017,15/09/2017,22/09/2017,02/10/2017,15/09/2017,NA,NA,2,0,jdofam0100pna
32857,MONITORIO APREMIO,S,0,30/08/2017,11/09/2017,25/09/2017,11/10/2017,11/09/2017,8,NA,2,4508,jdopaz0100pna
21721,ALIMENTOS,S,1,04/07/2017,08/09/2017,22/09/2017,09/10/2017,08/09/2017,1,NA,3,0,jdofam0200pna
33027,MONITORIO APREMIO,S,0,13/09/2017,21/09/2017,06/10/2017,23/10/2017,21/09/2017,8,NA,2,11969.63,jdopaz0100pna
8758 3,RESTRICCIONES A LA CAPACIDAD,S,0,27/08/2009,14/08/2017,06/09/2017,27/09/2017,15/09/2017,NA,NA,1,0,jdofam0100pna
33320,MONITORIO EJECUTIVO,S,0,17/08/2017,06/09/2017,20/09/2017,05/10/2017,06/09/2017,8,NA,1,983.06,jdopaz0200pna
33023,MONITORIO EJECUTIVO,S,0,13/09/2017,25/09/2017,10/10/2017,25/10/2017,25/09/2017,8,NA,2,7965.73,jdopaz0100pna
47542,MONITORIO EJECUTIVO,S,0,24/08/2017,01/09/2017,15/09/2017,02/10/2017,01/09/2017,8,NA,2,35200,jdocco1001pna
21302,ALIMENTOS,S,1,28/12/2016,09/10/2017,24/10/2017,07/11/2017,09/10/2017,NA,NA,1,0,jdofam0100pna
33024,MONITORIO EJECUTIVO,S,0,13/09/2017,22/09/2017,10/10/2017,24/10/2017,22/09/2017,8,NA,2,7965.73,jdopaz0100pna
47732,MONITORIO APREMIO,S,0,08/09/2017,14/09/2017,28/09/2017,13/10/2017,14/09/2017,8,NA,2,646246.51,jdocco1002pna
17594,ORDINARIO DAÑOS Y PERJUICIOS,S,1,03/12/2013,10/02/2017,12/04/2017,13/06/2017,22/09/2017,7,NA,6,0,jdocco0700pna
33360,MONITORIO EJECUTIVO,S,0,23/08/2017,18/09/2017,28/09/2017,13/10/2017,18/09/2017,8,NA,1,14231,jdopaz0200pna
33304,COBRO DE PESOS,S,0,11/08/2017,11/09/2017,25/09/2017,10/10/2017,11/09/2017,NA,NA,2,15745.47,jdopaz0200pna
47063,EJECUCION DE HONORARIOS,S,0,21/06/2017,28/09/2017,13/10/2017,30/10/2017,28/09/2017,NA,NA,3,3300,jdocco1002pna
33462,MONITORIO APREMIO,S,0,30/08/2017,18/09/2017,02/10/2017,10/10/2017,18/09/2017,8,NA,2,4060.8,jdopaz0200pna
33326,MONITORIO EJECUTIVO,S,0,17/08/2017,21/09/2017,06/10/2017,23/10/2017,21/09/2017,8,NA,1,6606.39,jdopaz0200pna
21814,ORDINARIO,S,0,12/09/2014,15/09/2017,13/11/2017,13/02/2018,21/09/2017,NA,NA,3,0,jdocco0400pna
17214,EJECUCION DE HONORARIOS,S,0,17/02/2017,20/09/2017,05/10/2017,23/10/2017,25/09/2017,NA,NA,2,9450,jdocco0100pna
33565,MONITORIO EJECUTIVO,S,0,13/09/2017,21/09/2017,06/10/2017,23/10/2017,21/09/2017,8,NA,1,7965.73,jdopaz0200pna
18460,DIVORCIO,S,0,30/12/2016,05/06/2017,03/07/2017,14/08/2017,30/06/2017,NA,F,2,0,jdofam0300pna
33233,MONITORIO EJECUTIVO,S,0,07/07/2017,05/09/2017,19/09/2017,04/10/2017,05/09/2017,8,NA,2,14586,jdopaz0200pna
21296,EJECUCION DE CONVENIO,S,0,23/03/2017,10/08/2017,25/08/2017,11/09/2017,10/08/2017,1,F,2,0,jdofam0200pna
32888,MONITORIO APREMIO,s,0,30/08/2017,08/09/2017,22/09/2017,10/10/2017,08/09/2017,8,NA,2,4972.83,jdopaz0100pna
47734,MONITORIO APREMIO,S,0,08/09/2017,26/09/2017,11/10/2017,26/10/2017,26/09/2017,6,NA,1,17146.83,jdocco1002pna
33402,MONITORIO APREMIO,S,0,30/08/2017,07/09/2017,21/09/2017,06/10/2017,07/09/2017,8,NA,2,4100,jdopaz0200pna
33348,MONITORIO EJECUTIVO,S,0,23/08/2017,25/09/2017,10/10/2017,25/10/2017,25/09/2017,8,NA,1,9457.76,jdopaz0200pna
33070,COBRO DE PESOS,S,0,26/06/2017,13/09/2017,27/09/2017,12/10/2017,13/09/2017,NA,NA,2,12085.13,jdopaz0200pna
33421,MONITORIO EJECUTIVO,S,0,30/08/2017,22/09/2017,09/10/2017,24/10/2017,22/09/2017,8,NA,1,7183.33,jdopaz0200pna
33537,MONITORIO EJECUTIVO,S,0,07/09/2017,22/09/2017,09/10/2017,24/10/2017,22/09/2017,8,NA,1,3213.85,jdopaz0200pna
20218,APREMIO,s,0,09/11/2010,27/09/2017,13/10/2017,27/10/2017,27/09/2017,8,NA,2,1097.42,jdopaz0100pna
32939,MONITORIO APREMIO,S,0,05/09/2017,12/09/2017,26/09/2017,12/10/2017,12/09/2017,8,NA,5,9970.95,jdopaz0100pna
32882,MONITORIO APREMIO,S,0,30/08/2017,08/09/2017,22/09/2017,10/10/2017,08/09/2017,8,NA,2,7399.22,jdopaz0100pna
21623,DIVORCIO,S,0,07/06/2017,30/06/2017,11/09/2017,30/06/2017,30/06/2017,7,NA,2,0,jdofam0200pna
33126,MONITORIO EJECUTIVO,S,0,29/06/2017,19/09/2017,04/10/2017,19/10/2017,19/09/2017,8,NA,1,1995,jdopaz0200pna
33540,MONITORIO EJECUTIVO,S,0,07/09/2017,19/09/2017,04/10/2017,19/10/2017,19/09/2017,8,NA,1,19764,jdopaz0200pna
47630,MONITORIO APREMIO,S,0,31/08/2017,06/09/2017,20/09/2017,05/10/2017,06/09/2017,8,NA,2,166881.87,jdocco1001pna
15646,EJECUCION DE HONORARIOS,S,0,28/03/2017,12/09/2017,26/09/2017,11/10/2017,12/09/2017,10,NA,2,0,jdocco0600pna
21465,HOMOLOGACION DE CONVENIO (CIVIL),S,0,31/05/2017,01/09/2017,15/09/2017,02/10/2017,01/09/2017,NA,NA,1,0,jdofam0100pna
47865,MONITORIO APREMIO,S,0,20/09/2017,25/09/2017,10/10/2017,25/10/2017,25/09/2017,8,NA,2,25645.67,jdocco1001pna
47655,MONITORIO APREMIO,S,0,31/08/2017,08/09/2017,22/09/2017,09/10/2017,08/09/2017,8,NA,2,23790,jdocco1002pna
17513,ACCION DE AMPARO,S,1,19/09/2017,25/09/2017,28/09/2017,NA,26/09/2017,NA,NA,3,0,jdocco0100pna
19227,ALIMENTOS,S,0,07/06/2017,04/07/2017,01/08/2017,15/08/2017,04/07/2017,NA,F,1,0,jdofam0300pna
22588,DESALOJO,S,1,10/06/2016,13/09/2017,09/11/2017,09/02/2018,26/09/2017,0,NA,4,0,jdocco0400pna
40628,MONITORIO APREMIO,S,1,12/11/2015,14/09/2017,28/09/2017,13/10/2017,27/09/2017,3,NA,2,13474,jdocco1002pna
47685,MONITORIO APREMIO,S,0,05/09/2017,08/09/2017,22/09/2017,09/10/2017,08/09/2017,8,NA,2,25067.53,jdocco1001pna
47703,MONITORIO APREMIO,S,0,06/09/2017,11/09/2017,25/09/2017,10/10/2017,11/09/2017,8,NA,2,460882.93,jdocco1001pna
32974,MONITORIO EJECUTIVO,S,0,06/09/2017,14/09/2017,28/09/2017,16/10/2017,14/09/2017,8,NA,2,12936.87,jdopaz0100pna
23044,ACCION DE AMPARO,S,1,25/08/2017,02/09/2017,05/09/2017,05/09/2017,04/09/2017,0,C,2,0,jdocco0400pna
18396,ORDINARIO DAÑOS Y PERJUICIOS,S,1,31/07/2015,08/03/2017,09/05/2017,06/07/2017,02/10/2017,7,NA,3,0,jdocco0700pna
32299,MONITORIO APREMIO,S,0,01/02/2017,21/09/2017,06/10/2017,23/10/2017,21/09/2017,8,NA,2,4463.54,jdopaz0200pna
33021,MONITORIO EJECUTIVO,S,0,13/09/2017,20/09/2017,05/10/2017,20/10/2017,20/09/2017,8,NA,2,13131.11,jdopaz0100pna
32329,EJECUTIVO,S,0,23/05/2017,22/09/2017,10/10/2017,24/10/2017,22/09/2017,8,NA,2,4249.09,jdopaz0100pna
47595,MONITORIO APREMIO,S,0,30/08/2017,05/09/2017,19/09/2017,04/10/2017,05/09/2017,8,NA,2,26253.7,jdocco1001pna
47512,MONITORIO EJECUTIVO,S,0,22/08/2017,08/09/2017,22/09/2017,09/10/2017,08/09/2017,8,NA,2,46300,jdocco1001pna
47660,MONITORIO APREMIO,S,0,31/08/2017,19/09/2017,04/10/2017,19/10/2017,19/09/2017,8,NA,2,37781,jdocco1002pna
